predictiondate;wind_speed;wind_gust;wind_direction;temp;precipitation;lightning_risk;measured_wind_speed;measured_wind_direction;availability;measured_wind_gust;Power
01/03/2016 19:00;5;NULL;304.8;7.56;0;NULL;3.6625;285.388;1;NULL;NULL
01/03/2016 20:00;5.1;NULL;302.6;6.44;0;NULL;4.8375;317.575;1;NULL;NULL
01/03/2016 21:00;5.9;NULL;303.1;4.99;0;NULL;5.6275;302.688;1;NULL;NULL
01/03/2016 22:00;6;NULL;302.8;4.36;0;NULL;5.7925;306.505;1;NULL;NULL
01/03/2016 23:00;5.9;NULL;300.1;3.84;0;NULL;4.8;296.91;1;NULL;NULL
02/03/2016 00:00;5.8;NULL;297.6;3.4;0;NULL;4.0375;295.443;1;NULL;NULL
02/03/2016 01:00;5.8;NULL;295.7;2.99;0;NULL;5.0375;292.01;1;NULL;NULL
02/03/2016 02:00;6;NULL;296.3;2.64;0;NULL;4.8025;282.638;1;NULL;NULL
02/03/2016 03:00;6.6;NULL;300.3;2.22;0;NULL;6.285;304.742;1;NULL;NULL
02/03/2016 04:00;6.9;NULL;303.9;1.79;0;NULL;9.6225;293.7;1;NULL;NULL
02/03/2016 05:00;6.7;NULL;307.1;1.72;0;NULL;7.57;293.67;1;NULL;NULL
02/03/2016 06:00;6.6;NULL;311;2.08;0;NULL;8.3775;295.318;1;NULL;NULL
02/03/2016 07:00;6.3;NULL;313.3;2.1;0;NULL;7.6475;295.853;1;NULL;NULL
02/03/2016 08:00;5.4;NULL;313.5;3.88;0;NULL;5.4675;298.585;1;NULL;NULL
02/03/2016 09:00;4.5;NULL;301.4;5.96;0;NULL;6.6025;305.37;1;NULL;NULL
02/03/2016 10:00;4.5;NULL;302.3;7.19;0;NULL;5.9575;304.805;1;NULL;NULL
02/03/2016 11:00;4.9;NULL;299.4;8.18;0;NULL;7.605;305.855;1;NULL;NULL
02/03/2016 12:00;5.2;NULL;295.4;8.74;0;NULL;8.9725;295.337;1;NULL;NULL
02/03/2016 13:00;5.4;NULL;290.6;8.98;0.1;NULL;7.9275;299.76;1;NULL;NULL
02/03/2016 14:00;5.7;NULL;290.3;9.02;0.1;NULL;8.8825;295.832;1;NULL;NULL
02/03/2016 15:00;6.1;NULL;293.4;8.72;0.1;NULL;7.845;298.045;1;NULL;NULL
02/03/2016 16:00;6.5;NULL;299.9;8.08;0;NULL;8.83;304.1;1;NULL;NULL
02/03/2016 17:00;6;NULL;300.6;7.79;0;NULL;7.1925;303.435;1;NULL;NULL
02/03/2016 18:00;5.6;NULL;298.9;6.8;0;NULL;6.59;304.41;1;NULL;NULL
02/03/2016 19:00;5.9;NULL;299;5.76;0;NULL;6.75;305.33;1;NULL;NULL
02/03/2016 20:00;5.7;NULL;303;5.73;0;NULL;8.2525;313.12;1;NULL;NULL
02/03/2016 21:00;6;NULL;311.8;5.55;0;NULL;7.645;301.703;1;NULL;NULL
02/03/2016 22:00;5.3;NULL;319.6;5.14;0;NULL;6.5375;325.455;1;NULL;NULL
02/03/2016 23:00;4.8;NULL;327.8;4.73;0;NULL;7.345;324.435;1;NULL;NULL
03/03/2016 00:00;4.5;NULL;337.5;4.22;0;NULL;7.305;328.562;1;NULL;NULL
03/03/2016 01:00;4;NULL;342.6;3.65;0;NULL;5.4225;333.508;1;NULL;NULL
03/03/2016 02:00;3.9;NULL;344.1;3.1;0;NULL;7.615;327.925;1;NULL;NULL
03/03/2016 03:00;3.8;NULL;341.3;2.63;0;NULL;7.65;327.668;1;NULL;NULL
03/03/2016 04:00;3.8;NULL;337.8;2.2;0;NULL;4.94;326.758;1;NULL;NULL
03/03/2016 05:00;4;NULL;338.8;1.81;0;NULL;5.8325;330.52;1;NULL;NULL
03/03/2016 06:00;4.2;NULL;341.3;1.47;0;NULL;5.355;329.753;1;NULL;NULL
03/03/2016 07:00;4.3;NULL;344;1.16;0;NULL;5.1725;329.578;1;NULL;NULL
03/03/2016 08:00;4.1;NULL;348.2;1.73;0;NULL;5.6625;333.715;1;NULL;NULL
03/03/2016 09:00;4.4;NULL;4.7;4.32;0;NULL;4.31;335.462;1;NULL;NULL
03/03/2016 10:00;4.8;NULL;11.5;6.12;0;NULL;4.15;177.072;1;NULL;NULL
03/03/2016 11:00;4.2;NULL;14.6;7.49;0;NULL;4.72;163.46;1;NULL;NULL
03/03/2016 12:00;3.9;NULL;11.8;8.88;0;NULL;3.31;15.14;1;NULL;NULL
03/03/2016 13:00;3.8;NULL;6;10.09;0;NULL;3.3675;237.67;1;NULL;NULL
03/03/2016 14:00;3.6;NULL;356.2;10.96;0;NULL;2.5475;233.738;1;NULL;NULL
03/03/2016 15:00;3.3;NULL;340.1;11.36;0;NULL;2.93;320.795;1;NULL;NULL
03/03/2016 16:00;3.4;NULL;323.3;11.3;0;NULL;3.9175;309.922;1;NULL;NULL
03/03/2016 17:00;4;NULL;313.4;10.63;0;NULL;4.4325;315.753;1;NULL;NULL
03/03/2016 18:00;4.7;NULL;307.6;8.54;0;NULL;4.966;308.466;1;NULL;NULL
03/03/2016 19:00;5.5;NULL;304.9;6.11;0;NULL;6;306.04;1;NULL;NULL
03/03/2016 20:00;5.6;NULL;303.1;4.91;0;NULL;3.868;313.54;1;NULL;NULL
03/03/2016 21:00;4.5;NULL;311.3;4.83;0;NULL;4.576;318.702;1;NULL;NULL
03/03/2016 22:00;4.3;NULL;303.6;4.6;0;NULL;3.496;323.698;1;NULL;NULL
03/03/2016 23:00;4.2;NULL;295.6;4.09;0;NULL;5.032;300.982;1;NULL;NULL
04/03/2016 00:00;4.4;NULL;289.4;3.65;0;NULL;3.726;294.07;1;NULL;NULL
04/03/2016 01:00;4.6;NULL;285.9;3.23;0;NULL;5.542;292.04;1;NULL;NULL
04/03/2016 02:00;4.9;NULL;283.9;2.88;0;NULL;7.224;293.99;1;NULL;NULL
04/03/2016 03:00;5;NULL;281.2;2.63;0;NULL;6.23;298.906;1;NULL;NULL
04/03/2016 04:00;5.1;NULL;276.4;2.54;0;NULL;5.638;283.32;1;NULL;NULL
04/03/2016 05:00;5.3;NULL;267.8;2.67;0;NULL;6.606;274.006;1;NULL;NULL
04/03/2016 06:00;5.8;NULL;260;2.8;0;NULL;8.272;263.282;1;NULL;NULL
04/03/2016 07:00;6.9;NULL;254.7;3.04;0;NULL;9.386;259.044;1;NULL;NULL
04/03/2016 08:00;7.6;NULL;252;3.86;0.1;NULL;10.08;236.574;1;NULL;NULL
04/03/2016 09:00;9;NULL;247.5;5.25;0.2;NULL;9.504;221.016;1;NULL;NULL
04/03/2016 10:00;9.9;NULL;245.6;5.77;0.5;NULL;11.038;220.288;1;NULL;NULL
04/03/2016 11:00;10.7;NULL;247.8;6.12;0.6;NULL;12.374;229.9;1;NULL;NULL
04/03/2016 12:00;11;NULL;254.7;6.4;0.7;NULL;11.41;236.816;1;NULL;NULL
04/03/2016 13:00;11.3;NULL;264.6;6.65;0.5;NULL;13.05;244.337;1;NULL;NULL
04/03/2016 14:00;11.7;NULL;269.3;6.54;0.3;NULL;14.504;273.144;1;NULL;NULL
04/03/2016 15:00;12;NULL;271.5;6.16;0.2;NULL;12.54;266.718;1;NULL;NULL
04/03/2016 16:00;11.5;NULL;277.2;5.64;0.2;NULL;13.32;278.394;1;NULL;NULL
04/03/2016 17:00;11.4;NULL;282.9;4.69;0.2;NULL;13.864;296.196;1;NULL;NULL
04/03/2016 18:00;10.8;NULL;282.3;3.67;0.2;NULL;11.69;298.672;1;NULL;NULL
04/03/2016 19:00;10.4;NULL;281.6;3.23;0.1;NULL;8.494;304.222;1;NULL;NULL
04/03/2016 20:00;10.6;NULL;288.4;3.06;0.1;NULL;7.176;302.986;1;NULL;NULL
04/03/2016 21:00;9.4;NULL;297.1;2.34;0;NULL;8.998;312.424;1;NULL;NULL
04/03/2016 22:00;8.7;NULL;296.3;1.54;0;NULL;10.184;298.858;1;NULL;NULL
04/03/2016 23:00;8.4;NULL;295.4;0.68;0;NULL;11.428;314.37;1;NULL;NULL
05/03/2016 00:00;8.2;NULL;294.1;0.34;0;NULL;10.984;304.916;1;NULL;NULL
05/03/2016 01:00;8.1;NULL;291.6;0.07;0;NULL;8.35;307.134;1;NULL;NULL
05/03/2016 02:00;7.9;NULL;286.3;-0.12;0;NULL;7.048;307.904;1;NULL;NULL
05/03/2016 03:00;7.6;NULL;280.9;0.39;0;NULL;7.81;292.268;1;NULL;NULL
05/03/2016 04:00;7.5;NULL;275.4;0.9;0;NULL;6.886;282.666;1;NULL;NULL
05/03/2016 05:00;7.3;NULL;269.3;1.14;0.1;NULL;6.63;287.386;1;NULL;NULL
05/03/2016 06:00;7.5;NULL;266.3;1.3;0.1;NULL;8.8;294.048;1;NULL;NULL
05/03/2016 07:00;8;NULL;272.5;1.51;0.2;NULL;9.038;298.646;1;NULL;NULL
05/03/2016 08:00;8.2;NULL;284;1.97;0.1;NULL;8.946;296.692;1;NULL;NULL
05/03/2016 09:00;7.6;NULL;290;3.09;0.1;NULL;8.314;300.886;1;NULL;NULL
05/03/2016 10:00;7.6;NULL;291.9;3.52;0.1;NULL;7.388;298.322;1;NULL;NULL
05/03/2016 11:00;7.3;NULL;293.9;3.94;0.1;NULL;6.138;307.266;1;NULL;NULL
05/03/2016 12:00;7.2;NULL;292.5;4.91;0.1;NULL;6.846;319.738;1;NULL;NULL
05/03/2016 13:00;7.5;NULL;291.6;5.6;0.1;NULL;9.43;291.072;1;NULL;NULL
05/03/2016 14:00;8;NULL;292.5;5.33;0.1;NULL;9.088;292.948;1;NULL;NULL
05/03/2016 15:00;8.1;NULL;292;4.89;0.1;NULL;8.718;295.572;1;NULL;NULL
05/03/2016 16:00;8.1;NULL;292.5;4.52;0.1;NULL;7.816;292.894;1;NULL;NULL
05/03/2016 17:00;7.9;NULL;294.5;3.97;0.1;NULL;9.184;309.932;1;NULL;NULL
05/03/2016 18:00;7.7;NULL;296.7;3.24;0.1;NULL;8.662;308.616;1;NULL;NULL
05/03/2016 19:00;7.6;NULL;299.3;2.62;0;NULL;7.918;315.48;1;NULL;NULL
05/03/2016 20:00;7.5;NULL;302.4;2.29;0;NULL;10.462;314.782;1;NULL;NULL
05/03/2016 21:00;7.6;NULL;305.5;2.58;0;NULL;7.268;318.86;1;NULL;NULL
05/03/2016 22:00;7.4;NULL;310.4;2.04;0;NULL;9.962;312.54;1;NULL;NULL
05/03/2016 23:00;7.5;NULL;311.4;1;0;NULL;3.49;336.708;1;NULL;NULL
06/03/2016 00:00;7.6;NULL;314.3;0.31;0;NULL;3.424;317.76;1;NULL;NULL
06/03/2016 01:00;7.8;NULL;317.7;-0.1;0;NULL;3.886;325.738;1;NULL;NULL
06/03/2016 02:00;7.7;NULL;319.8;-0.44;0;NULL;5.206;331.542;1;NULL;NULL
06/03/2016 03:00;7.6;NULL;318.9;-0.72;0;NULL;6.488;339.144;1;NULL;NULL
06/03/2016 04:00;7.5;NULL;316.9;-0.96;0;NULL;4.826;301.522;1;NULL;NULL
06/03/2016 05:00;7.1;NULL;314.1;-0.85;0;NULL;5.952;317.166;1;NULL;NULL
06/03/2016 06:00;6.8;NULL;312.1;-0.34;0;NULL;5.466;317.354;1;NULL;NULL
06/03/2016 07:00;6.3;NULL;310.3;0.14;0;NULL;5.734;321.2;1;NULL;NULL
06/03/2016 08:00;5.9;NULL;312.6;1.59;0;NULL;5.298;310.254;1;NULL;NULL
06/03/2016 09:00;5.5;NULL;313.5;2.57;0;NULL;4.45;312.826;1;NULL;NULL
06/03/2016 10:00;5.8;NULL;318.4;4.15;0;NULL;4.58;321.956;1;NULL;NULL
06/03/2016 11:00;6;NULL;318.7;5.23;0;NULL;5.994;333.914;1;NULL;NULL
06/03/2016 12:00;5.9;NULL;317.9;6.23;0;NULL;5.092;320.762;1;NULL;NULL
06/03/2016 13:00;6.1;NULL;315.3;6.65;0;NULL;5.994;316.198;1;NULL;NULL
06/03/2016 14:00;6.4;NULL;309.2;6.27;0;NULL;6.938;305.13;1;NULL;NULL
06/03/2016 15:00;6.3;NULL;301.6;5.9;0;NULL;7.054;306.658;1;NULL;NULL
06/03/2016 16:00;6.3;NULL;296.7;5.65;0;NULL;5.368;304.32;1;NULL;NULL
06/03/2016 17:00;6.4;NULL;291.7;5.22;0;NULL;7.916;316.938;1;NULL;NULL
06/03/2016 18:00;6.6;NULL;287;4.24;0;NULL;7.642;293.958;1;NULL;NULL
06/03/2016 19:00;7;NULL;283.1;3.46;0;NULL;8.656;303.452;1;NULL;NULL
06/03/2016 20:00;7.1;NULL;284.3;3.33;0;NULL;9.056;307.88;1;NULL;NULL
06/03/2016 21:00;7.9;NULL;286.5;3.99;0.1;NULL;7.246;288.62;1;NULL;NULL
06/03/2016 22:00;7.9;NULL;286.4;3.77;0.1;NULL;8.134;294.638;1;NULL;NULL
06/03/2016 23:00;8.3;NULL;281.4;3.65;0.1;NULL;8.17;287.466;1;NULL;NULL
07/03/2016 00:00;8.8;NULL;274.8;3.69;0.1;NULL;11.724;277.13;1;NULL;NULL
07/03/2016 01:00;9.3;NULL;264.7;3.84;0.2;NULL;8.572;252.128;1;NULL;NULL
07/03/2016 02:00;10.3;NULL;262.3;4;0.3;NULL;11.44;252.11;1;NULL;NULL
07/03/2016 03:00;11;NULL;270;4.16;0.6;NULL;13.094;256.64;1;NULL;NULL
07/03/2016 04:00;11;NULL;282.8;4.25;0.6;NULL;13.706;316.33;1;NULL;NULL
07/03/2016 05:00;11;NULL;304.5;3.7;0.3;NULL;14.99;307.976;1;NULL;NULL
07/03/2016 06:00;9.6;NULL;318.3;2.48;0.2;NULL;10.308;311.066;1;NULL;NULL
07/03/2016 07:00;8.5;NULL;322.8;1.48;0;NULL;9.864;314.904;1;NULL;NULL
07/03/2016 08:00;8.4;NULL;323.8;1.54;0;NULL;9.172;335.348;1;NULL;NULL
07/03/2016 09:00;9.3;NULL;324.1;2.87;0;NULL;10.436;318.036;1;NULL;NULL
07/03/2016 10:00;10.4;NULL;323.7;4.24;0;NULL;10.69;314.72;1;NULL;NULL
07/03/2016 11:00;11.1;NULL;324.7;5.42;0;NULL;12.234;322.706;1;NULL;NULL
07/03/2016 12:00;10.9;NULL;330;5.7;0.1;NULL;11.662;333.978;1;NULL;NULL
07/03/2016 13:00;9.9;NULL;338.5;6.05;0;NULL;9.308;336.892;1;NULL;NULL
07/03/2016 14:00;9.5;NULL;345.6;6.59;0;NULL;8.998;331.862;1;NULL;NULL
07/03/2016 15:00;9.6;NULL;350.6;7.06;0;NULL;8.564;341.734;1;NULL;NULL
07/03/2016 16:00;9.6;NULL;353.2;6.91;0;NULL;9.622;330.23;1;NULL;NULL
07/03/2016 17:00;9.2;NULL;354.9;6.13;0;NULL;8.184;350.778;1;NULL;NULL
07/03/2016 18:00;8.5;NULL;354.7;4.87;0;NULL;8.398;350.562;1;NULL;NULL
07/03/2016 19:00;8.1;NULL;353.9;3.61;0;NULL;7.2667;305.465;1;NULL;NULL
07/03/2016 20:00;8;NULL;354.8;2.82;0;NULL;8.2767;243.43;1;NULL;NULL
07/03/2016 21:00;8.1;NULL;356;2.66;0;NULL;9.21;129.757;1;NULL;NULL
07/03/2016 22:00;7.8;NULL;355.5;2.03;0;NULL;8.8767;300.098;1;NULL;NULL
07/03/2016 23:00;7.9;NULL;357.1;1.51;0;NULL;10.8467;290.85;1;NULL;NULL
08/03/2016 00:00;8;NULL;1.4;0.99;0;NULL;10.16;243.627;1;NULL;NULL
08/03/2016 01:00;7.5;NULL;4.7;0.36;0;NULL;7.55;187.252;1;NULL;NULL
08/03/2016 02:00;7.2;NULL;5.7;-0.21;0;NULL;7.015;248.695;1;NULL;NULL
08/03/2016 03:00;6.9;NULL;5.4;-0.63;0;NULL;8.0617;75.0667;1;NULL;NULL
08/03/2016 04:00;6.6;NULL;6.2;-0.94;0;NULL;9.655;77.1133;1;NULL;NULL
08/03/2016 05:00;6.5;NULL;6.7;-1.19;0;NULL;5.8983;190.39;1;NULL;NULL
08/03/2016 06:00;6.4;NULL;6.4;-1.39;0;NULL;8.8033;127.495;1;NULL;NULL
08/03/2016 07:00;6.5;NULL;5.2;-1.53;0;NULL;8.1083;249.418;1;NULL;NULL
08/03/2016 08:00;5.9;NULL;6.6;0.91;0;NULL;8.2883;249.083;1;NULL;NULL
08/03/2016 09:00;4.7;NULL;16.7;3.31;0;NULL;6.2817;74.8033;1;NULL;NULL
08/03/2016 10:00;5.2;NULL;21.1;4.95;0;NULL;4.6967;34.4383;1;NULL;NULL
08/03/2016 11:00;5;NULL;22.6;6.18;0;NULL;5.9617;192.412;1;NULL;NULL
08/03/2016 12:00;4.7;NULL;22;7.13;0;NULL;5.1933;271.915;1;NULL;NULL
08/03/2016 13:00;4.6;NULL;15.8;7.87;0;NULL;6.2533;342.228;1;NULL;NULL
08/03/2016 14:00;4.5;NULL;10;8.33;0;NULL;5.23;178.538;1;NULL;NULL
08/03/2016 15:00;4.5;NULL;7.3;8.48;0;NULL;4.1183;345.938;1;NULL;NULL
08/03/2016 16:00;4.5;NULL;7.3;8.3;0;NULL;4.4517;279.69;1;NULL;NULL
08/03/2016 17:00;4.6;NULL;7.6;7.73;0;NULL;5.1217;343.78;1;NULL;NULL
08/03/2016 18:00;4.7;NULL;7.1;6.62;0;NULL;3.7733;347.218;1;NULL;NULL
08/03/2016 19:00;5;NULL;5.8;4.79;0;NULL;3.555;341.922;1;NULL;NULL
08/03/2016 20:00;4.7;NULL;2.1;3.64;0;NULL;4.08;343.91;1;NULL;NULL
08/03/2016 21:00;4.7;NULL;348.7;3.89;0;NULL;3.2867;335.995;1;NULL;NULL
08/03/2016 22:00;4.6;NULL;346.7;2.9;0;NULL;2.37;330.445;1;NULL;NULL
08/03/2016 23:00;4.6;NULL;340.1;2.35;0;NULL;3.5633;320.883;1;NULL;NULL
09/03/2016 00:00;4.4;NULL;334.6;1.88;0;NULL;3.7217;318.142;1;NULL;NULL
09/03/2016 01:00;4.3;NULL;327.6;1.39;0;NULL;3.6317;315.103;1;NULL;NULL
09/03/2016 02:00;4.5;NULL;316.6;1.1;0;NULL;5.1933;305.735;1;NULL;NULL
09/03/2016 03:00;4.8;NULL;306.3;1.13;0;NULL;6.0617;310.217;1;NULL;NULL
09/03/2016 04:00;5.5;NULL;296.1;1.27;0;NULL;6.4033;295.763;1;NULL;NULL
09/03/2016 05:00;6.5;NULL;288.8;1.75;0.1;NULL;7.16;294.678;1;NULL;NULL
09/03/2016 06:00;7;NULL;281;2.49;0.2;NULL;9.5717;287.105;1;NULL;NULL
09/03/2016 07:00;7.4;NULL;272.3;3.07;0.3;NULL;7.75;291.932;1;NULL;NULL
09/03/2016 08:00;8;NULL;266;3.93;0.1;NULL;7.9983;272.94;1;NULL;NULL
09/03/2016 09:00;9;NULL;265.4;5.39;0.4;NULL;12.3933;256.703;1;NULL;NULL
09/03/2016 10:00;9.5;NULL;268.5;6.1;0.4;NULL;12.1933;249.165;1;NULL;NULL
09/03/2016 11:00;9.7;NULL;275.5;6.66;0.5;NULL;10.2867;265.093;1;NULL;NULL
09/03/2016 12:00;9.4;NULL;284.3;6.89;0.5;NULL;11.975;294;1;NULL;NULL
09/03/2016 13:00;8.9;NULL;293.9;7.23;0.3;NULL;10.9;297.037;1;NULL;NULL
09/03/2016 14:00;8.9;NULL;303.3;7.41;0.1;NULL;9.6417;327.45;1;NULL;NULL
09/03/2016 15:00;8.3;NULL;299.7;7.79;0;NULL;7.1817;304.73;1;NULL;NULL
09/03/2016 16:00;8.7;NULL;299;8.65;0;NULL;7.42;313.62;1;NULL;NULL
09/03/2016 17:00;8.7;NULL;301;8.5;0;NULL;7.46;307.497;1;NULL;NULL
09/03/2016 18:00;8.4;NULL;298.1;7.31;0;NULL;7.1633;303.607;1;NULL;NULL
09/03/2016 19:00;8.7;NULL;300.1;5.25;0;NULL;8.78;302.435;1;NULL;NULL
09/03/2016 20:00;8.6;NULL;313;4.6;0;NULL;10.07;313.608;1;NULL;NULL
09/03/2016 21:00;8;NULL;339.8;2.68;0;NULL;8.47;327.708;1;NULL;NULL
09/03/2016 22:00;7.9;NULL;341.6;1.63;0;NULL;8.615;328.155;1;NULL;NULL
09/03/2016 23:00;8;NULL;342.3;0.79;0;NULL;7.655;325.072;1;NULL;NULL
10/03/2016 00:00;7.9;NULL;342.4;0.09;0;NULL;6.5667;229.497;1;NULL;NULL
10/03/2016 01:00;7.7;NULL;341;-0.41;0;NULL;5.835;336.71;1;NULL;NULL
10/03/2016 02:00;7.5;NULL;339.4;-0.8;0;NULL;8.7483;331.083;1;NULL;NULL
10/03/2016 03:00;7;NULL;336.5;-0.66;0;NULL;7.4283;312.912;1;NULL;NULL
10/03/2016 04:00;6.7;NULL;334.6;-0.22;0;NULL;8.805;331.623;1;NULL;NULL
10/03/2016 05:00;6.4;NULL;335.1;0.09;0;NULL;5.4283;343.352;1;NULL;NULL
10/03/2016 06:00;6.3;NULL;336.5;0.24;0;NULL;5.025;229.005;1;NULL;NULL
10/03/2016 07:00;6.4;NULL;337.8;0.3;0;NULL;3.74;278.902;1;NULL;NULL
10/03/2016 08:00;5.9;NULL;340.5;1.3;0;NULL;5.675;348.948;1;NULL;NULL
10/03/2016 09:00;6.7;NULL;349.4;2.96;0;NULL;7.355;176.257;1;NULL;NULL
10/03/2016 10:00;7.1;NULL;351.7;3.98;0;NULL;5.9283;351.373;1;NULL;NULL
10/03/2016 11:00;7.4;NULL;352.8;4.78;0;NULL;8.4217;349.843;1;NULL;NULL
10/03/2016 12:00;7.8;NULL;355.4;5.65;0;NULL;8.1367;346.55;1;NULL;NULL
10/03/2016 13:00;8;NULL;358.4;6.68;0;NULL;8.5917;236.188;1;NULL;NULL
10/03/2016 14:00;8.3;NULL;0.8;7.41;0;NULL;9.4083;127.208;1;NULL;NULL
10/03/2016 15:00;8.2;NULL;3.8;7.68;0;NULL;8.1217;289.562;1;NULL;NULL
10/03/2016 16:00;7.9;NULL;4.7;7.58;0;NULL;7.9667;178.683;1;NULL;NULL
10/03/2016 17:00;7.5;NULL;3.4;7.05;0;NULL;7.5983;342.75;1;NULL;NULL
10/03/2016 18:00;7.2;NULL;359.3;5.81;0;NULL;7.4917;295.475;1;NULL;NULL
10/03/2016 19:00;7.6;NULL;355.5;3.86;0;NULL;7.835;63.77;1;NULL;NULL
10/03/2016 20:00;8;NULL;356.3;3.17;0;NULL;7.8417;234.282;1;NULL;NULL
10/03/2016 21:00;8.1;NULL;7.5;3.06;0;NULL;6.0283;352.197;1;NULL;NULL
10/03/2016 22:00;7.8;NULL;10;2.32;0;NULL;6.42;119.52;1;NULL;NULL
10/03/2016 23:00;7.3;NULL;12.6;1.57;0;NULL;5.9483;350.915;1;NULL;NULL
11/03/2016 00:00;7.1;NULL;15.5;0.94;0;NULL;6.09;21.7833;1;NULL;NULL
11/03/2016 01:00;7;NULL;19.1;0.4;0;NULL;4.1283;65.45;1;NULL;NULL
11/03/2016 02:00;7;NULL;23.4;-0.07;0;NULL;6.2333;179.772;1;NULL;NULL
11/03/2016 03:00;7;NULL;30.1;-0.43;0;NULL;4.68;27.3133;1;NULL;NULL
11/03/2016 04:00;6.7;NULL;36.1;-0.8;0;NULL;6.7033;22.84;1;NULL;NULL
11/03/2016 05:00;6.5;NULL;41.9;-1.1;0;NULL;6.6517;28.0633;1;NULL;NULL
11/03/2016 06:00;6.5;NULL;47.3;-1.35;0;NULL;6.41;17.59;1;NULL;NULL
11/03/2016 07:00;6.3;NULL;51.7;-1.52;0;NULL;5.5417;13.625;1;NULL;NULL
11/03/2016 08:00;5.8;NULL;55.1;1.39;0;NULL;3.3283;31.7467;1;NULL;NULL
11/03/2016 09:00;5.6;NULL;61.3;4.08;0;NULL;4;48.7933;1;NULL;NULL
11/03/2016 10:00;6.3;NULL;63.4;5.63;0;NULL;4.6517;54.7333;1;NULL;NULL
11/03/2016 11:00;6.8;NULL;66.8;6.62;0;NULL;4.8467;69.355;1;NULL;NULL
11/03/2016 12:00;6.5;NULL;67;7.48;0;NULL;6.3017;76.4667;1;NULL;NULL
11/03/2016 13:00;6.1;NULL;64.8;8.17;0;NULL;6.7667;59.3017;1;NULL;NULL
11/03/2016 14:00;5.7;NULL;62;8.64;0;NULL;5.94;71.5683;1;NULL;NULL
11/03/2016 15:00;5.3;NULL;60.1;8.85;0;NULL;5.32;69.61;1;NULL;NULL
11/03/2016 16:00;5;NULL;59.4;8.8;0;NULL;4.605;57.88;1;NULL;NULL
11/03/2016 17:00;4.9;NULL;61.5;8.35;0;NULL;3.9117;63.0233;1;NULL;NULL
11/03/2016 18:00;4.8;NULL;64;7.15;0;NULL;3.7633;78.1283;1;NULL;NULL
11/03/2016 19:00;5;NULL;70.4;4.67;0;NULL;4.22;66.1567;1;NULL;NULL
11/03/2016 20:00;5.4;NULL;75.8;4;0;NULL;4.1317;110.632;1;NULL;NULL
11/03/2016 21:00;5.3;NULL;79;3.8;0;NULL;5.4917;105.735;1;NULL;NULL
11/03/2016 22:00;6.1;NULL;84.5;3.34;0;NULL;6.5383;92.395;1;NULL;NULL
11/03/2016 23:00;6.5;NULL;88.3;2.87;0;NULL;5.38;82.085;1;NULL;NULL
12/03/2016 00:00;6.6;NULL;90.9;2.33;0;NULL;6.15;79.2483;1;NULL;NULL
12/03/2016 01:00;6.8;NULL;92.3;1.78;0;NULL;7.355;68.9183;1;NULL;NULL
12/03/2016 02:00;7;NULL;93.9;1.25;0;NULL;6.2;75.8183;1;NULL;NULL
12/03/2016 03:00;7.4;NULL;94.5;0.71;0;NULL;6.355;82.9983;1;NULL;NULL
12/03/2016 04:00;7.5;NULL;95.4;0.2;0;NULL;5.785;71.2917;1;NULL;NULL
12/03/2016 05:00;7.5;NULL;94.4;-0.36;0;NULL;6.8183;63.6867;1;NULL;NULL
